ProductId,Image Url,Video Url,Product Desc,Origin Price,Discount Price,Discount,Currency,Direct linking commission rate (%),Estimated direct linking commission,Indirect linking commission rate (%),Estimated indirect linking commission,Sales180Day,Positive Feedback,Promotion Url,Code Name,Code Start Time,Code End Time,Code Value,Code Quantity,Code Minimum Spend
1005009572054245,https://ae-pic-a1.aliexpress-media.com/kf/S98e338fc05d8491890be99d2192abaeeV.jpg,,Wallet Crossbody Phone Case For Samsung Galaxy Z Flip 7 FE 6 5 4 3 Flip6 Flip7 5G with Card Holder Wrist Strap Lanyard Leather,UGX 89492,UGX 40889,54%,UGX,7.0,UGX 2862,7.0,UGX 2862,313,89.9%,https://s.click.aliexpress.com/e/_c3rEYggD,,,,,,
1005007621464363,https://ae-pic-a1.aliexpress-media.com/kf/Sc8fb0e5848b5494ab21909dd148cdad6k.jpg,,Unisex Asher Embroidered Perforated Iron Ring Baseball Caps Spring Autumn Outdoor Adjustable Casual Hats Sunscreen Hat,UGX 69048,UGX 31767,53%,UGX,18.0,UGX 5718,18.0,UGX 5718,326,90.4%,https://s.click.aliexpress.com/e/_c42lsKdx,,,,,,
1005007746872531,https://ae-pic-a1.aliexpress-media.com/kf/S8c57698aa7e841beb4d0b0cc4e129784z.jpg,,Women Ice Silk Panties Sexy Briefs Seamless Underwear Female Underpants Summer Soft Breathable Panties Stretch Lingerie,UGX 40411,UGX 18139,55%,UGX,7.0,UGX 1270,7.0,UGX 1270,27,98.9%,https://s.click.aliexpress.com/e/_c3EcWWAz,,,,,,
1005007431465111,https://ae-pic-a1.aliexpress-media.com/kf/S9967425dfe9243e4af5da8336b08bbf1n.jpg,,"Letter shaped silicone casting mould set for DIY keychains and jewellery pendants, epoxy resin moulds with hanging holes",UGX 95630,UGX 45749,52%,UGX,7.0,UGX 3202,7.0,UGX 3202,336,88.1%,https://s.click.aliexpress.com/e/_c4P9DLOp,,,,,,
1005008444079020,https://ae-pic-a1.aliexpress-media.com/kf/S7aa1bbfc531c49faa3115d253e0e1bf8c.jpg,,"1 soft loofah brush and bristle bath body brush with curved long handle - odorless, manual exfoliating scrub suitable for full",UGX 45449,UGX 20658,54%,UGX,7.0,UGX 1446,7.0,UGX 1446,1294,81.8%,https://s.click.aliexpress.com/e/_c2IQ7vLj,,,,,,
1005007539712775,https://ae-pic-a1.aliexpress-media.com/kf/A18d6551e41bb4bddb829ca388feb2cb2b.jpg,,New Without Ties Elastic Laces No Tie Shoe Laces Press Lock Shoelaces Sneaker Kids Adult 8MM Widened Flat Shoelace for Shoes,UGX 37330,UGX 4090,89%,UGX,7.0,UGX 286,7.0,UGX 286,43914,94.5%,https://s.click.aliexpress.com/e/_c4BSC2Xf,,,,,,
1005008498606576,https://ae-pic-a1.aliexpress-media.com/kf/S5016617ef677472b87f82d1a6d3c361ae.jpg,,For Huawei Iphone Xiaomi Mobile Phone Wall Holder Universal Cellphone Charge Hook Hanging Stand Bracket Hooks Charging Dock,UGX 13786,UGX 4824,65%,UGX,7.0,UGX 338,7.0,UGX 338,306,83.8%,https://s.click.aliexpress.com/e/_c3BOfOXJ,,,,,,
1005008371156873,https://ae-pic-a1.aliexpress-media.com/kf/S1691ee8c1ed441cd98a5dee2dee1c1ddk.jpg,,For OPPO Find X8 Pro Case Magnetic Holder Luxury Plating Airbag Soft Silicone Transparent Camera Protection Shockproof Cover,UGX 36364,UGX 34298,5%,UGX,7.0,UGX 2401,7.0,UGX 2401,18,97.3%,https://s.click.aliexpress.com/e/_c4nAL6Hb,,,,,,
1005007630583338,https://ae-pic-a1.aliexpress-media.com/kf/Sc9df3f1315784280b2441fd593fad2ael.jpg,,2024 New Men's Shirt White Classic French Cuff Long Sleeve Formal Business Buttons Male Dress Shirts Regular Fit Cufflinks Shirt,UGX 166549,UGX 78070,53%,UGX,9.0,UGX 7026,9.0,UGX 7026,23,86.9%,https://s.click.aliexpress.com/e/_c3pxG5Ip,,,,,,
1005007573820052,https://ae-pic-a1.aliexpress-media.com/kf/S010b7c0527724d9497aed579437661dfw.jpg,,LED Starry Sky Night Lights USB Projector Lamp Magic Ball Moon Star Christmas Lights Home Room Atmosphere Decorations,UGX 57530,UGX 4090,92%,UGX,7.0,UGX 286,7.0,UGX 286,37106,85.6%,https://s.click.aliexpress.com/e/_c3mGlJcz,,,,,,
1005005770653071,https://ae-pic-a1.aliexpress-media.com/kf/S298181be8ddc4ad2b6c49c7034b7da66h.jpg,,Case for Sony Xperia 1 V 10 V 5 V coque Luxury textile Leather skin soft hard phone cover funda for sony xperia 1 v case capa,UGX 29248,UGX 27182,7%,UGX,7.0,UGX 1903,7.0,UGX 1903,54,98.3%,https://s.click.aliexpress.com/e/_c4rkc4Sz,,,,,,
1005007532221314,https://ae-pic-a1.aliexpress-media.com/kf/S9eb7deb575c34e5f866364a9057c3673i.jpg,,Construction Truck Balloons Excavator Cement Truck Forklift Crane Foil Balloon Kid Boys Birthday Party Construction Theme Decors,UGX 19594,UGX 17528,10%,UGX,7.0,UGX 1227,7.0,UGX 1227,420,95.7%,https://s.click.aliexpress.com/e/_c3obR2nB,,,,,,
1005009387387506,https://ae-pic-a1.aliexpress-media.com/kf/S6e6e536bf2fb4c67a68fff8803fb6936p.jpg,,"Fashion 2025 Simple Men's Quartz Watch, Casual Business PC Strap, Men's Life Waterproof Watches",UGX 62738,UGX 24913,60%,UGX,18.0,UGX 4484,18.0,UGX 4484,332,82.0%,https://s.click.aliexpress.com/e/_c3D40h1B,,,,,,
1005007426232912,https://ae-pic-a1.aliexpress-media.com/kf/S02dc8a3bb10348e8a7d9b649e99e322ex.jpg,,CHRLCK Men's Running Quick Drying T-shirts Breathable Hiking Fishing Tees Soft Elasticity Outdoor Sports Short Shirt Summer,UGX 82449,UGX 4090,95%,UGX,7.0,UGX 286,7.0,UGX 286,29457,92.0%,https://s.click.aliexpress.com/e/_c3uQVWuD,,,,,,
1005009168579852,https://ae-pic-a1.aliexpress-media.com/kf/S8fa179b285ae4df8abfd9552723258bcl.jpg,,QKZ AK3 FiLe Wired Earphone with Microphone HiFi Music Monitor Bass Headphones Noise Cancelling Headset For Sport Gaming Earbuds,UGX 41451,UGX 18244,55%,UGX,7.0,UGX 1277,7.0,UGX 1277,10435,90.3%,https://s.click.aliexpress.com/e/_c4CUOVFL,,,,,,
